--------------- VOSTOK FLIGHT DATA ---------------
	battery	alt	temp	accelX	accelY	accelZ	rotA	rotX	rotY	rotZ
35.14	104.00	-0.08	40.64	0.63	-8.05	-0.24	1.63	-0.96	-0.22	0.15
35.16	104.00	-0.08	40.64	0.61	-8.08	-0.25	1.63	-0.96	-0.22	0.15
35.18	104.00	-0.07	40.64	0.62	-8.07	-0.24	1.63	-0.96	-0.22	0.15
35.20	104.00	-0.07	40.64	0.63	-8.07	-0.24	1.63	-0.96	-0.22	0.15
35.22	104.00	-0.07	40.64	0.61	-8.05	-0.24	1.63	-0.96	-0.22	0.15
35.24	104.00	-0.07	40.64	0.61	-8.06	-0.22	1.63	-0.96	-0.22	0.15
35.26	104.00	-0.07	40.64	0.63	-8.04	-0.25	1.63	-0.96	-0.22	0.15
35.28	104.00	-0.07	40.64	0.59	-8.07	-0.26	1.63	-0.96	-0.22	0.15
35.30	104.00	-0.08	40.64	0.62	-8.03	-0.25	1.63	-0.96	-0.22	0.15
35.32	104.00	-0.07	40.64	0.60	-8.06	-0.25	1.63	-0.96	-0.22	0.15
35.34	104.00	-0.07	40.64	0.58	-8.05	-0.28	1.63	-0.96	-0.22	0.15
35.36	104.00	-0.08	40.64	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
35.38	104.00	-0.08	40.64	0.56	-8.05	-0.26	1.63	-0.96	-0.22	0.15
35.40	104.00	-0.10	40.64	0.58	-8.06	-0.27	1.63	-0.96	-0.22	0.15
35.42	104.00	-0.10	40.64	0.59	-8.07	-0.28	1.63	-0.96	-0.22	0.15
35.44	104.00	-0.10	40.64	0.57	-8.06	-0.29	1.63	-0.96	-0.22	0.15
35.46	104.00	-0.10	40.64	0.54	-8.05	-0.29	1.63	-0.96	-0.22	0.15
35.48	104.00	-0.14	40.64	0.57	-8.05	-0.28	1.63	-0.96	-0.22	0.15
35.50	104.00	-0.14	40.64	0.59	-8.06	-0.32	1.63	-0.96	-0.22	0.15
35.52	104.00	-0.14	40.64	0.59	-8.08	-0.29	1.63	-0.96	-0.22	0.15
35.54	104.00	-0.14	40.64	0.59	-8.07	-0.29	1.63	-0.96	-0.22	0.15
35.56	104.00	-0.13	40.64	0.62	-8.05	-0.27	1.63	-0.96	-0.22	0.15
35.58	104.00	-0.13	40.64	0.61	-8.06	-0.28	1.63	-0.96	-0.22	0.15
35.60	104.00	-0.09	40.64	0.62	-8.03	-0.27	1.63	-0.96	-0.22	0.15
35.62	104.00	-0.09	40.64	0.60	-8.04	-0.28	1.63	-0.96	-0.22	0.15
35.64	104.00	-0.09	40.64	0.61	-8.07	-0.25	1.63	-0.96	-0.22	0.15
35.66	104.00	-0.09	40.64	0.62	-8.05	-0.27	1.63	-0.96	-0.22	0.15
35.68	104.00	-0.10	40.64	0.62	-8.05	-0.24	1.63	-0.96	-0.22	0.15
35.70	104.00	-0.10	40.64	0.59	-8.06	-0.26	1.63	-0.96	-0.22	0.15
35.72	104.00	-0.12	40.64	0.61	-8.05	-0.28	1.63	-0.96	-0.22	0.15
35.74	104.00	-0.12	40.64	0.61	-8.06	-0.28	1.63	-0.96	-0.22	0.15
35.76	104.00	-0.13	40.64	0.59	-8.06	-0.26	1.63	-0.96	-0.22	0.15
35.78	104.00	-0.13	40.64	0.58	-8.08	-0.28	1.63	-0.96	-0.22	0.15
35.80	104.00	-0.13	40.64	0.59	-8.05	-0.26	1.63	-0.96	-0.22	0.15
35.82	104.00	-0.13	40.64	0.56	-8.05	-0.28	1.63	-0.96	-0.22	0.15
35.84	104.00	-0.13	40.64	0.58	-8.04	-0.27	1.63	-0.96	-0.22	0.15
35.86	104.00	-0.13	40.64	0.57	-8.07	-0.31	1.63	-0.96	-0.22	0.15
35.88	104.00	-0.13	40.64	0.58	-8.06	-0.28	1.63	-0.96	-0.22	0.15
35.90	104.00	-0.15	40.64	0.57	-8.07	-0.30	1.63	-0.96	-0.22	0.15
35.92	104.00	-0.15	40.64	0.58	-8.07	-0.28	1.63	-0.96	-0.22	0.15
35.94	104.00	-0.16	40.64	0.57	-8.06	-0.29	1.63	-0.96	-0.22	0.15
35.96	104.00	-0.16	40.64	0.58	-8.07	-0.32	1.63	-0.96	-0.22	0.15
35.98	104.00	-0.13	40.64	0.60	-8.06	-0.28	1.63	-0.96	-0.22	0.15
36.00	104.00	-0.13	40.64	0.59	-8.04	-0.28	1.63	-0.96	-0.22	0.15
36.02	104.00	-0.13	40.64	0.61	-8.08	-0.28	1.63	-0.96	-0.22	0.15
36.04	104.00	-0.13	40.64	0.60	-8.06	-0.29	1.63	-0.96	-0.22	0.15
36.06	104.00	-0.11	40.64	0.59	-8.04	-0.26	1.63	-0.96	-0.22	0.15
36.08	104.00	-0.11	40.64	0.63	-8.05	-0.25	1.63	-0.96	-0.22	0.15
36.10	104.00	-0.11	40.64	0.62	-8.05	-0.27	1.63	-0.96	-0.22	0.15
36.12	104.00	-0.11	40.64	0.63	-8.08	-0.27	1.63	-0.96	-0.22	0.15
36.14	104.00	-0.10	40.64	0.60	-8.06	-0.28	1.63	-0.96	-0.22	0.15
36.16	104.00	-0.10	40.64	0.63	-8.06	-0.27	1.63	-0.96	-0.22	0.15
36.18	104.00	-0.10	40.64	0.63	-8.05	-0.29	1.63	-0.96	-0.22	0.15
36.20	104.00	-0.10	40.64	0.61	-8.06	-0.27	1.63	-0.96	-0.22	0.15
36.22	104.00	-0.10	40.64	0.61	-8.04	-0.27	1.63	-0.96	-0.22	0.15
36.24	104.00	-0.11	40.64	0.60	-8.04	-0.29	1.63	-0.96	-0.22	0.15
36.26	104.00	-0.11	40.64	0.58	-8.06	-0.28	1.63	-0.96	-0.22	0.15
36.28	104.00	-0.13	40.64	0.58	-8.07	-0.29	1.63	-0.96	-0.22	0.15
36.30	104.00	-0.13	40.64	0.58	-8.06	-0.28	1.63	-0.96	-0.22	0.15
36.32	104.00	-0.13	40.64	0.59	-8.07	-0.27	1.63	-0.96	-0.22	0.15
36.34	104.00	-0.13	40.64	0.57	-8.07	-0.28	1.63	-0.96	-0.22	0.15
36.36	104.00	-0.13	40.64	0.58	-8.06	-0.29	1.63	-0.96	-0.22	0.15
36.38	104.00	-0.13	40.64	0.59	-8.04	-0.29	1.63	-0.96	-0.22	0.15
36.40	104.00	-0.13	40.64	0.57	-8.07	-0.27	1.63	-0.96	-0.22	0.15
36.42	104.00	-0.13	40.64	0.56	-8.05	-0.28	1.63	-0.96	-0.22	0.15
36.44	104.00	-0.16	40.64	0.59	-8.04	-0.28	1.63	-0.96	-0.22	0.15
36.46	104.00	-0.16	40.64	0.58	-8.05	-0.25	1.63	-0.96	-0.22	0.15
36.48	104.00	-0.14	40.64	0.60	-8.07	-0.29	1.63	-0.96	-0.22	0.15
36.50	104.00	-0.14	40.64	0.61	-8.06	-0.27	1.63	-0.96	-0.22	0.15
36.52	104.00	-0.13	40.64	0.58	-8.06	-0.26	1.63	-0.96	-0.22	0.15
36.54	104.00	-0.13	40.64	0.61	-8.06	-0.25	1.63	-0.96	-0.22	0.15
36.56	104.00	-0.13	40.64	0.61	-8.05	-0.27	1.63	-0.96	-0.22	0.15
36.58	104.00	-0.13	40.64	0.61	-8.05	-0.28	1.63	-0.96	-0.22	0.15
36.60	104.00	-0.14	40.64	0.61	-8.05	-0.27	1.63	-0.96	-0.22	0.15
36.62	104.00	-0.14	40.64	0.61	-8.07	-0.27	1.63	-0.96	-0.22	0.15
36.64	104.00	-0.14	40.64	0.61	-8.06	-0.25	1.63	-0.96	-0.22	0.15
36.66	104.00	-0.14	40.64	0.62	-8.04	-0.27	1.63	-0.96	-0.22	0.15
36.68	104.00	-0.14	40.64	0.60	-8.06	-0.27	1.63	-0.96	-0.22	0.15
36.70	104.00	-0.16	40.64	0.60	-8.05	-0.27	1.63	-0.96	-0.22	0.15
36.72	104.00	-0.16	40.64	0.57	-8.08	-0.31	1.63	-0.96	-0.22	0.15
36.74	104.00	-0.16	40.64	0.58	-8.07	-0.30	1.63	-0.96	-0.22	0.15
36.76	104.00	-0.16	40.64	0.60	-8.08	-0.29	1.63	-0.96	-0.22	0.15
36.78	104.00	-0.14	40.64	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
36.80	104.00	-0.14	40.64	0.57	-8.08	-0.28	1.63	-0.96	-0.22	0.15
36.82	104.00	-0.13	40.64	0.57	-8.08	-0.29	1.63	-0.96	-0.22	0.15
36.84	104.00	-0.13	40.64	0.58	-8.07	-0.28	1.63	-0.96	-0.22	0.15
36.86	104.00	-0.13	40.64	0.59	-8.05	-0.30	1.63	-0.96	-0.22	0.15
36.88	104.00	-0.13	40.64	0.60	-8.04	-0.28	1.63	-0.96	-0.22	0.15
36.90	104.00	-0.13	40.64	0.58	-8.08	-0.28	1.63	-0.96	-0.22	0.15
36.92	104.00	-0.13	40.64	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
36.94	104.00	-0.11	40.64	0.59	-8.04	-0.25	1.63	-0.96	-0.22	0.15
36.96	104.00	-0.11	40.64	0.59	-8.04	-0.23	1.63	-0.96	-0.22	0.15
36.98	104.00	-0.11	40.64	0.61	-8.06	-0.25	1.63	-0.96	-0.22	0.15
37.00	104.00	-0.11	40.64	0.60	-8.05	-0.24	1.63	-0.96	-0.22	0.15
37.02	104.00	-0.09	40.63	0.62	-8.05	-0.27	1.63	-0.96	-0.22	0.15
37.04	104.00	-0.09	40.63	0.60	-8.06	-0.25	1.63	-0.96	-0.22	0.15
37.06	104.00	-0.08	40.63	0.60	-8.06	-0.25	1.63	-0.96	-0.22	0.15
37.08	104.00	-0.08	40.63	0.61	-8.08	-0.26	1.63	-0.96	-0.22	0.15
37.10	104.00	-0.08	40.63	0.60	-8.06	-0.26	1.63	-0.96	-0.22	0.15
37.12	104.00	-0.09	40.63	0.58	-8.06	-0.30	1.63	-0.96	-0.22	0.15
37.14	104.00	-0.09	40.63	0.60	-8.08	-0.26	1.63	-0.96	-0.22	0.15
37.16	104.00	-0.08	40.63	0.60	-8.06	-0.30	1.63	-0.96	-0.22	0.15
37.18	104.00	-0.08	40.63	0.61	-8.05	-0.30	1.63	-0.96	-0.22	0.15
37.20	104.00	-0.08	40.63	0.60	-8.05	-0.27	1.63	-0.96	-0.22	0.15
37.22	104.00	-0.08	40.63	0.56	-8.04	-0.30	1.63	-0.96	-0.22	0.15
37.24	104.00	-0.06	40.63	0.58	-8.08	-0.32	1.63	-0.96	-0.22	0.15
37.26	104.00	-0.06	40.63	0.58	-8.05	-0.30	1.63	-0.96	-0.22	0.15
37.28	104.00	-0.09	40.63	0.60	-8.07	-0.27	1.63	-0.96	-0.22	0.15
37.30	104.00	-0.09	40.63	0.60	-8.06	-0.34	1.63	-0.96	-0.22	0.15
37.32	104.00	-0.09	40.63	0.58	-8.06	-0.30	1.63	-0.96	-0.22	0.15
37.34	104.00	-0.09	40.63	0.59	-8.07	-0.28	1.63	-0.96	-0.22	0.15
37.36	104.00	-0.09	40.63	0.59	-8.05	-0.27	1.63	-0.96	-0.22	0.15
37.38	104.00	-0.09	40.63	0.58	-8.06	-0.29	1.63	-0.96	-0.22	0.15
37.40	104.00	-0.09	40.63	0.59	-8.05	-0.28	1.63	-0.96	-0.22	0.15
37.42	104.00	-0.09	40.63	0.58	-8.06	-0.28	1.63	-0.96	-0.22	0.15
37.44	104.00	-0.09	40.63	0.61	-8.07	-0.24	1.63	-0.96	-0.22	0.15
37.46	104.00	-0.09	40.63	0.60	-8.07	-0.27	1.63	-0.96	-0.22	0.15
37.48	104.00	-0.06	40.63	0.61	-8.06	-0.25	1.63	-0.96	-0.22	0.15
37.50	104.00	-0.06	40.63	0.60	-8.08	-0.27	1.63	-0.96	-0.22	0.15
37.52	104.00	-0.07	40.63	0.58	-8.05	-0.26	1.63	-0.96	-0.22	0.15
37.54	104.00	-0.07	40.63	0.60	-8.09	-0.27	1.63	-0.96	-0.22	0.15
37.56	104.00	-0.07	40.63	0.59	-8.07	-0.29	1.63	-0.96	-0.22	0.15
37.58	104.00	-0.08	40.63	0.58	-8.05	-0.24	1.63	-0.96	-0.22	0.15
37.60	104.00	-0.08	40.63	0.59	-8.05	-0.26	1.63	-0.96	-0.22	0.15
37.62	104.00	-0.08	40.63	0.56	-8.06	-0.26	1.63	-0.96	-0.22	0.15
37.64	104.00	-0.08	40.63	0.57	-8.06	-0.28	1.63	-0.96	-0.22	0.15
37.66	104.00	-0.10	40.63	0.57	-8.07	-0.30	1.63	-0.96	-0.22	0.15
37.68	104.00	-0.10	40.63	0.57	-8.06	-0.27	1.63	-0.96	-0.22	0.15
37.70	104.00	-0.13	40.63	0.58	-8.07	-0.32	1.63	-0.96	-0.22	0.15
37.72	104.00	-0.13	40.63	0.57	-8.06	-0.31	1.63	-0.96	-0.22	0.15
37.74	104.00	-0.16	40.63	0.61	-8.06	-0.29	1.63	-0.96	-0.22	0.15
37.76	104.00	-0.16	40.63	0.61	-8.06	-0.29	1.63	-0.96	-0.22	0.15
37.78	104.00	-0.18	40.63	0.61	-8.06	-0.26	1.63	-0.96	-0.22	0.15
37.80	104.00	-0.18	40.63	0.59	-8.05	-0.26	1.63	-0.96	-0.22	0.15
37.82	104.00	-0.18	40.63	0.60	-8.06	-0.29	1.63	-0.96	-0.22	0.15
37.84	104.00	-0.18	40.63	0.61	-8.05	-0.32	1.63	-0.96	-0.22	0.15
37.86	104.00	-0.16	40.63	0.61	-8.07	-0.29	1.63	-0.96	-0.22	0.15
37.88	104.00	-0.16	40.63	0.61	-8.06	-0.27	1.63	-0.96	-0.22	0.15
37.90	104.00	-0.16	40.63	0.60	-8.04	-0.29	1.63	-0.96	-0.22	0.15
37.92	104.00	-0.16	40.63	0.62	-8.06	-0.25	1.63	-0.96	-0.22	0.15
37.94	104.00	-0.16	40.63	0.61	-8.06	-0.25	1.63	-0.96	-0.22	0.15
37.96	104.00	-0.16	40.63	0.58	-8.08	-0.25	1.63	-0.96	-0.22	0.15
37.98	104.00	-0.16	40.63	0.59	-8.07	-0.27	1.63	-0.96	-0.22	0.15
38.00	104.00	-0.16	40.63	0.58	-8.06	-0.27	1.63	-0.96	-0.22	0.15
38.02	104.00	-0.16	40.63	0.60	-8.06	-0.27	1.63	-0.96	-0.22	0.15
38.04	104.00	-0.13	40.63	0.57	-8.06	-0.28	1.63	-0.96	-0.22	0.15
38.06	104.00	-0.13	40.63	0.59	-8.06	-0.31	1.63	-0.96	-0.22	0.15
38.08	104.00	-0.14	40.63	0.60	-8.06	-0.29	1.63	-0.96	-0.22	0.15
38.10	104.00	-0.14	40.63	0.59	-8.08	-0.30	1.63	-0.96	-0.22	0.15
38.12	104.00	-0.14	40.63	0.58	-8.05	-0.26	1.63	-0.96	-0.22	0.15
38.14	104.00	-0.14	40.63	0.58	-8.05	-0.28	1.63	-0.96	-0.22	0.15
38.16	104.00	-0.14	40.63	0.58	-8.07	-0.28	1.63	-0.96	-0.22	0.15
38.18	104.00	-0.14	40.63	0.60	-8.04	-0.28	1.63	-0.96	-0.22	0.15
38.20	104.00	-0.14	40.63	0.60	-8.05	-0.29	1.63	-0.96	-0.22	0.15
38.22	104.00	-0.14	40.63	0.58	-8.06	-0.31	1.63	-0.96	-0.22	0.15
38.24	104.00	-0.14	40.63	0.61	-8.05	-0.28	1.63	-0.96	-0.22	0.15
38.26	104.00	-0.14	40.63	0.61	-8.07	-0.29	1.63	-0.96	-0.22	0.15
38.28	104.00	-0.14	40.63	0.63	-8.09	-0.28	1.63	-0.96	-0.22	0.15
38.30	104.00	-0.14	40.63	0.62	-8.08	-0.25	1.63	-0.96	-0.22	0.15
38.32	104.00	-0.17	40.63	0.62	-8.06	-0.27	1.63	-0.96	-0.22	0.15
38.34	104.00	-0.17	40.63	0.62	-8.06	-0.30	1.63	-0.96	-0.22	0.15
38.36	104.00	-0.16	40.63	0.62	-8.07	-0.29	1.63	-0.96	-0.22	0.15
38.38	104.00	-0.16	40.63	0.62	-8.05	-0.30	1.63	-0.96	-0.22	0.15
38.40	104.00	-0.11	40.63	0.59	-8.07	-0.29	1.63	-0.96	-0.22	0.15
38.42	104.00	-0.11	40.63	0.60	-8.06	-0.25	1.63	-0.96	-0.22	0.15
38.44	104.00	-0.12	40.63	0.60	-8.07	-0.27	1.63	-0.96	-0.22	0.15
38.46	104.00	-0.12	40.63	0.61	-8.07	-0.29	1.63	-0.96	-0.22	0.15
38.48	104.00	-0.12	40.63	0.60	-8.05	-0.29	1.63	-0.96	-0.22	0.15
38.50	104.00	-0.14	40.63	0.58	-8.05	-0.29	1.63	-0.96	-0.22	0.15
38.52	104.00	-0.14	40.63	0.58	-8.07	-0.26	1.63	-0.96	-0.22	0.15
38.54	104.00	-0.14	40.63	0.58	-8.07	-0.29	1.63	-0.96	-0.22	0.15
38.56	104.00	-0.14	40.63	0.60	-8.05	-0.29	1.63	-0.96	-0.22	0.15
38.58	104.00	-0.15	40.63	0.59	-8.04	-0.26	1.63	-0.96	-0.22	0.15
38.60	104.00	-0.15	40.63	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
38.62	104.00	-0.16	40.63	0.57	-8.06	-0.27	1.63	-0.96	-0.22	0.15
38.64	104.00	-0.16	40.63	0.58	-8.07	-0.29	1.63	-0.96	-0.22	0.15
38.66	104.00	-0.14	40.63	0.57	-8.05	-0.28	1.63	-0.96	-0.22	0.15
38.68	104.00	-0.14	40.63	0.59	-8.03	-0.24	1.63	-0.96	-0.22	0.15
38.70	104.00	-0.13	40.63	0.60	-8.06	-0.30	1.63	-0.96	-0.22	0.15
38.72	104.00	-0.13	40.63	0.60	-8.07	-0.30	1.63	-0.96	-0.22	0.15
38.74	104.00	-0.14	40.63	0.59	-8.07	-0.27	1.63	-0.96	-0.22	0.15
38.76	104.00	-0.14	40.63	0.62	-8.07	-0.26	1.63	-0.96	-0.22	0.15
38.78	104.00	-0.16	40.63	0.60	-8.05	-0.27	1.63	-0.96	-0.22	0.15
38.80	104.00	-0.16	40.63	0.59	-8.07	-0.29	1.63	-0.96	-0.22	0.15
38.82	104.00	-0.17	40.63	0.60	-8.07	-0.27	1.63	-0.96	-0.22	0.15
38.84	104.00	-0.17	40.63	0.62	-8.06	-0.26	1.63	-0.96	-0.22	0.15
38.86	104.00	-0.16	40.63	0.61	-8.04	-0.26	1.63	-0.96	-0.22	0.15
38.88	104.00	-0.17	40.63	0.60	-8.06	-0.29	1.63	-0.96	-0.22	0.15
38.90	104.00	-0.17	40.63	0.60	-8.05	-0.29	1.63	-0.96	-0.22	0.15
38.92	104.00	-0.17	40.63	0.59	-8.07	-0.26	1.63	-0.96	-0.22	0.15
38.94	104.00	-0.17	40.63	0.60	-8.06	-0.29	1.63	-0.96	-0.22	0.15
38.96	104.00	-0.17	40.63	0.60	-8.05	-0.28	1.63	-0.96	-0.22	0.15
38.98	104.00	-0.17	40.63	0.59	-8.06	-0.30	1.63	-0.96	-0.22	0.15
39.00	104.00	-0.21	40.63	0.58	-8.04	-0.28	1.63	-0.96	-0.22	0.15
39.02	104.00	-0.21	40.63	0.60	-8.06	-0.29	1.63	-0.96	-0.22	0.15
39.04	104.00	-0.19	40.63	0.60	-8.05	-0.29	1.63	-0.96	-0.22	0.15
39.06	104.00	-0.19	40.63	0.56	-8.05	-0.28	1.63	-0.96	-0.22	0.15
39.08	104.00	-0.22	40.63	0.59	-8.06	-0.32	1.63	-0.96	-0.22	0.15
39.10	104.00	-0.22	40.63	0.58	-8.03	-0.30	1.63	-0.96	-0.22	0.15
39.12	104.00	-0.24	40.63	0.58	-8.08	-0.27	1.63	-0.96	-0.22	0.15
39.14	104.00	-0.24	40.63	0.60	-8.06	-0.29	1.63	-0.96	-0.22	0.15
39.16	104.00	-0.25	40.63	0.59	-8.08	-0.27	1.63	-0.96	-0.22	0.15
39.18	104.00	-0.25	40.63	0.60	-8.06	-0.24	1.63	-0.96	-0.22	0.15
39.20	104.00	-0.26	40.63	0.60	-8.06	-0.29	1.63	-0.96	-0.22	0.15
39.22	104.00	-0.26	40.63	0.59	-8.06	-0.31	1.63	-0.96	-0.22	0.15
39.24	104.00	-0.25	40.63	0.60	-8.05	-0.29	1.63	-0.96	-0.22	0.15
39.26	104.00	-0.25	40.63	0.60	-8.07	-0.26	1.63	-0.96	-0.22	0.15
39.28	104.00	-0.22	40.63	0.57	-8.05	-0.27	1.63	-0.96	-0.22	0.15
39.30	104.00	-0.22	40.63	0.60	-8.05	-0.27	1.63	-0.96	-0.22	0.15
39.32	104.00	-0.24	40.63	0.60	-8.07	-0.27	1.63	-0.96	-0.22	0.15
39.34	104.00	-0.24	40.63	0.61	-8.07	-0.28	1.63	-0.96	-0.22	0.15
39.36	104.00	-0.24	40.63	0.59	-8.05	-0.25	1.63	-0.96	-0.22	0.15
39.38	104.00	-0.25	40.63	0.58	-8.05	-0.26	1.63	-0.96	-0.22	0.15
39.40	104.00	-0.25	40.63	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
39.42	104.00	-0.25	40.63	0.62	-8.05	-0.28	1.63	-0.96	-0.22	0.15
39.44	104.00	-0.25	40.63	0.60	-8.06	-0.26	1.63	-0.96	-0.22	0.15
39.46	104.00	-0.26	40.63	0.59	-8.05	-0.31	1.63	-0.96	-0.22	0.15
39.48	104.00	-0.26	40.63	0.60	-8.07	-0.26	1.63	-0.96	-0.22	0.15
39.50	104.00	-0.25	40.63	0.60	-8.07	-0.28	1.63	-0.96	-0.22	0.15
39.52	104.00	-0.25	40.63	0.57	-8.05	-0.28	1.63	-0.96	-0.22	0.15
39.54	104.00	-0.25	40.63	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
39.56	104.00	-0.25	40.63	0.58	-8.07	-0.30	1.63	-0.96	-0.22	0.15
39.58	104.00	-0.26	40.63	0.60	-8.04	-0.26	1.63	-0.96	-0.22	0.15
39.60	104.00	-0.26	40.63	0.59	-8.06	-0.29	1.63	-0.96	-0.22	0.15
39.62	104.00	-0.26	40.63	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
39.64	104.00	-0.26	40.63	0.61	-8.05	-0.31	1.63	-0.96	-0.22	0.15
39.66	104.00	-0.26	40.63	0.59	-8.07	-0.28	1.63	-0.96	-0.22	0.15
39.68	104.00	-0.26	40.63	0.59	-8.06	-0.23	1.63	-0.96	-0.22	0.15
39.70	104.00	-0.26	40.63	0.57	-8.06	-0.28	1.63	-0.96	-0.22	0.15
39.72	104.00	-0.26	40.63	0.58	-8.07	-0.25	1.63	-0.96	-0.22	0.15
39.74	104.00	-0.28	40.63	0.60	-8.07	-0.27	1.63	-0.96	-0.22	0.15
39.76	104.00	-0.28	40.63	0.59	-8.06	-0.27	1.63	-0.96	-0.22	0.15
39.78	104.00	-0.26	40.63	0.59	-8.04	-0.24	1.63	-0.96	-0.22	0.15
39.80	104.00	-0.25	40.63	0.59	-8.05	-0.25	1.63	-0.96	-0.22	0.15
39.82	104.00	-0.25	40.63	0.61	-8.04	-0.25	1.63	-0.96	-0.22	0.15
39.84	104.00	-0.22	40.63	0.59	-8.05	-0.28	1.63	-0.96	-0.22	0.15
39.86	104.00	-0.22	40.63	0.57	-8.06	-0.27	1.63	-0.96	-0.22	0.15
39.88	104.00	-0.22	40.63	0.56	-8.06	-0.27	1.63	-0.96	-0.22	0.15
39.90	104.00	-0.22	40.63	0.62	-8.08	-0.27	1.63	-0.96	-0.22	0.15
39.92	104.00	-0.21	40.63	0.60	-8.05	-0.28	1.63	-0.96	-0.22	0.15
39.94	104.00	-0.21	40.63	0.60	-8.06	-0.30	1.63	-0.96	-0.22	0.15
39.96	104.00	-0.21	40.63	0.60	-8.07	-0.26	1.63	-0.96	-0.22	0.15
39.98	104.00	-0.21	40.63	0.59	-8.04	-0.30	1.63	-0.96	-0.22	0.15
40.00	104.00	-0.19	40.63	0.58	-8.06	-0.27	1.63	-0.96	-0.22	0.15
40.02	104.00	-0.19	40.63	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
40.04	104.00	-0.21	40.63	0.61	-8.05	-0.28	1.63	-0.96	-0.22	0.15
40.06	104.00	-0.21	40.63	0.60	-8.06	-0.30	1.63	-0.96	-0.22	0.15
40.08	104.00	-0.19	40.63	0.59	-8.05	-0.30	1.63	-0.96	-0.22	0.15
40.10	104.00	-0.19	40.63	0.62	-8.04	-0.27	1.63	-0.96	-0.22	0.15
40.12	104.00	-0.19	40.63	0.59	-8.06	-0.28	1.63	-0.96	-0.22	0.15
40.14	104.00	-0.19	40.63	0.59	-8.04	-0.29	1.63	-0.96	-0.22	0.15
40.16	104.00	-0.21	40.63	0.59	-8.06	-0.25	1.63	-0.96	-0.22	0.15
40.18	104.00	-0.21	40.63	0.60	-8.07	-0.30	1.63	-0.96	-0.22	0.15
40.20	104.00	-0.21	40.63	0.58	-8.06	-0.28	1.63	-0.96	-0.22	0.15
40.22	104.00	-0.21	40.63	0.58	-8.05	-0.27	1.63	-0.96	-0.22	0.15
40.24	104.00	-0.21	40.63	0.61	-8.07	-0.26	1.63	-0.96	-0.22	0.15
40.26	104.00	-0.21	40.63	0.60	-8.05	-0.26	1.63	-0.96	-0.22	0.15
40.28	104.00	-0.21	40.63	0.60	-8.06	-0.30	1.63	-0.96	-0.22	0.15
40.30	104.00	-0.22	40.63	0.58	-8.05	-0.26	1.63	-0.96	-0.22	0.15
40.32	104.00	-0.22	40.63	0.57	-8.06	-0.25	1.63	-0.96	-0.22	0.15
40.34	104.00	-0.22	40.63	0.57	-8.06	-0.27	1.63	-0.96	-0.22	0.15
40.36	104.00	-0.22	40.63	0.57	-8.06	-0.27	1.63	-0.96	-0.22	0.15
40.38	104.00	-0.24	40.63	0.58	-8.05	-0.27	1.63	-0.96	-0.22	0.15
40.40	104.00	-0.24	40.63	0.60	-8.06	-0.27	1.63	-0.96	-0.22	0.15
40.42	104.00	-0.24	40.63	0.56	-8.05	-0.28	1.63	-0.96	-0.22	0.15
40.44	104.00	-0.24	40.63	0.60	-8.06	-0.27	1.63	-0.96	-0.22	0.15
40.46	104.00	-0.22	40.63	0.61	-8.06	-0.27	1.63	-0.96	-0.22	0.15
40.48	104.00	-0.22	40.63	0.60	-8.05	-0.28	1.63	-0.96	-0.22	0.15
40.50	104.00	-0.21	40.63	0.60	-8.05	-0.26	1.63	-0.96	-0.22	0.15
40.52	104.00	-0.21	40.63	0.61	-8.05	-0.30	1.63	-0.96	-0.22	0.15
40.54	104.00	-0.19	40.63	0.59	-8.07	-0.28	1.63	-0.96	-0.22	0.15
40.56	104.00	-0.19	40.63	0.61	-8.05	-0.28	1.63	-0.96	-0.22	0.15
40.58	104.00	-0.19	40.63	0.61	-8.08	-0.31	1.63	-0.96	-0.22	0.15
40.60	104.00	-0.19	40.63	0.60	-8.08	-0.31	1.63	-0.96	-0.22	0.15
40.62	104.00	-0.19	40.63	0.58	-8.07	-0.27	1.63	-0.96	-0.22	0.15
40.64	104.00	-0.19	40.63	0.60	-8.05	-0.28	1.63	-0.96	-0.22	0.15
40.66	104.00	-0.21	40.63	0.62	-8.03	-0.28	1.63	-0.96	-0.22	0.15
40.68	104.00	-0.21	40.63	0.58	-8.04	-0.25	1.63	-0.96	-0.22	0.15
40.70	104.00	-0.21	40.63	0.60	-8.05	-0.29	1.63	-0.96	-0.22	0.15
40.72	104.00	-0.17	40.63	0.58	-8.08	-0.30	1.63	-0.96	-0.22	0.15
40.74	104.00	-0.17	40.63	0.62	-8.04	-0.29	1.63	-0.96	-0.22	0.15
40.76	104.00	-0.19	40.63	0.60	-8.09	-0.27	1.63	-0.96	-0.22	0.15
40.78	104.00	-0.19	40.63	0.57	-8.05	-0.28	1.63	-0.96	-0.22	0.15
40.80	104.00	-0.19	40.63	0.57	-8.07	-0.28	1.63	-0.96	-0.22	0.15
